,numpy,jit,cuda
1024,0.017534725000018625,0.8196373669999844,0.3077109160000191
2048,0.07737567499998477,6.759389634999991,0.00017201999997951134
4096,0.4261568539999985,52.84012261800001,0.0001709790000177236
