,numpy,jit,cuda
1024,0.014813922000030288,0.08266262300003291,0.0003467540000201552
2048,0.0801175910000893,0.23363523700027145,0.00140077600008226
4096,0.42291000399927725,1.3374977709991072,0.0028913659989484586
10240,5.287806801999977,19.184808791998876,0.016096817998914048
